id,project,status,target_completion_date,highway_transit_line,estimated_total_budget,latitude,longitude,category,supporting_ministry,community,description,result,area,region,address,postal_code,municipal_funding,provincial_funding,federal_funding,other_funding,website
1372,"Accessibility improvements to Meridian Arts Centre, North York",Planning,2023-01-01,,0,43.7663,-79.4141,Communities,Infrastructure,Toronto,"TO Live represents Meridian Hall (previously Sony Centre for the Performing Arts), St. Lawrence Centre for the Arts and Meridian Arts Centre (previously Toronto Centre for the Arts). As one of the largest multi-arts institutions in Toronto, we welcome people of all backgrounds, cultures and abilities to our spaces. After conducting an Accessibility Audit in 2018, we are increasing the physical accessibility of our spaces to better meet our community needs.As part of our commitment to accessibility, we will create accessible seating in all four Meridian Arts Centre theatres, including accessibility work areas for stagehands. This will require significant adjustments to seating in each theatre, as well as the construction of new elevators to serve the Greenwin Theatre and Studio Theatre.Increase accessible seating at Meridian Arts Centre (MAC) in the George Weston Recital Hall and will expand to include companion seating in the Lyric, Greenwin and Studio Theatres, bringing our seating to a minimum of 3% designated wheelchair spaces and 5% adaptive seating where practical within the confines of existing structure. With 380 staff and over 140,000 visitors to Meridian Arts Centre each year, we have significant communities who will benefit from accessibility improvements.",,Toronto,Central,City Hall 100 Queen Street/Rue West/Ouest,M5H2N2,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000497/canada-and-ontario-invest-over-38-million-to-support-two-recreation-and-cultural-facilities-in-north-york
1373,Construction of a Tamil Community Centre (TCC) in Northeast Scarborough,Planning,2025-09-01,,0,43.827955,-79.221437,Communities,Infrastructure,Toronto,"The objectives of the TCC:Address the neighbourhoods' recreational needs in the form of a gym and outdoor playing fields; Address the neighbourhoods’ cultural facility needs library, museum and auditorium; Create multi-purpose spaces that can facilitate community hubs through educational and networking programming;Focus on improving accessibility for the local residents and border community; andIncrease the quality of cultural, recreational and community infrastructure in this area.To design and construct an economically sustainable, dynamic, innovative, multi-purpose, and non-denominational facility incorporating spaces and services to help address the current and growing needs of local residents as well as the diverse Canadian Tamil community of the GTA. To oversee the feasibility of the overall project, consult with stakeholders in the community to develop efficient and multi-purpose design, and construct the TCC with minimal environmental impact.In terms of Tamil community alone, the Community Centre would potentially serve between 500-900 Tamil households in the Scarborough area (according to 2016 Census data), 236-500 Tamil households in the Durham area, and 750-1961 Tamil individuals in the South Markham area (according to 2019 Census data). The TCC would also serve one of the most populated wards in Toronto, since the Scarborough-Rouge River ward has a population of  77,675.",,Toronto,Central,Suite 908 - 305 Milner Avenue,M1B3V4,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000535/canada-ontario-city-of-toronto-and-partners-invest-over-359-million-in-the-tamil-community-centre-in-scarborough
1374,Revitalization of Spadina Museum,Planning,2025-01-01,,0,43.677949,-79.41065,Communities,Infrastructure,Toronto,"Enhance the public experience of the Spadina Museum by fully using the heritage asset through long term investment.Improve the accessibility on site and create multi-functional programming space in the secondary building (i.e. garage).Improve community access to meeting and program space.Convert existing office; kitchen and car bay space into program/rental space which will require removal of some existing elements like interior partitions and install new flooring and other finishes, lighting, a kitchenette and improved weather-proofing as well as restoration of the existing doors and windows.  Similarly converting second floor for programming will require similar interventions including reworking interior staircase washrooms/kitchen facilities and restoring original windows.The annual attendance of approximately 30,000 will be improved by accessibility to the grounds and to better rental/programming space.Revitalizing the Spadina Museum will provide potential for the site to better serve under-served community groups such as the neighboring Native Canadian Centre of Toronto (programs/serivces based on Indigenous traditions) and Na-Me-Res, a Native Men's Residence.  Existing groups like Not Far From The Tree will have additional spaces available for community use.",,Toronto,Central,City Hall 100 Queen Street/Rue West/Ouest,M5H2N2,Yes,Yes,Yes,,
1378,Replacement of the Hastings Treated Water Standpipe,Planning,2024-01-01,,0,44.299,-77.9975,Communities,Infrastructure,Trent Hills,"The Project is for the replacement of a standpipe in Hastings in the Municipality of Trent Hills. The work includes installation of a new standpipe, along with approximately 875 metres of watermain to connect the new standpipe to the water system, as well as servicing the proposed site including driveway, yard piping, security fencing, landscaping and hydro. The existing standpipe will be decommissioned.",,Northumberland,East,66 Front Street/Rue South/Sud,K0L1L0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000034/canada-and-ontario-invest-over-44-m-in-improved-culture-recreation-and-green-infrastructure-in-partnership-with-15-communities-across-ontario
1391,Rehabilitation and Upgrade of the Forsythe West Stormwater Management Facility,Under construction,2023-01-01,,0,44.103891,-79.130597,Communities,Infrastructure,Uxbridge,"This Project is for the rehabilitation and upgrade of the Forsythe West Stormwater Management Facility in Uxbridge. The work includes conducting hydrogeological and geotechnical investigations to inform the final design; engineering the final design; removing sediment from the stormwater pond and modifying the existing layout by replacing existing quality control cells with a single forebay and repositioning the quality control cell; installing oil and grit separator units upstream of the pond inlets along with underground stormwater storage/infiltration tanks, new concrete pipes, maintenance holes and headwalls; and restoring property, trails and access roads impacted by construction.",,Durham,Central,51 Toronto Street/Rue South/Sud,L9P1T1,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000459/canada-and-ontario-invest-over-29-million-in-19-green-infrastructure-projects
1399,Edgeley Stormwater Management Pond Improvements,Under construction,2029-12-01,,3245369,43.7973,-79.524065,Communities,Infrastructure,Vaughan,Complete the design of improvements to the City's existing storm water management pond.,,York,Central,Concord,,Yes,Yes,Yes,,
1430,Rehabilitation of Water Treatment Plant,Planning,2025-06-01,,0,49.626045,-92.505511,Communities,Infrastructure,Wabigoon First Nation,"The Project will rehabilitate and modernize a water treatment plant in Wabigoon Lake Ojibway Nation. The work will be divided in two phases. Phase 1 will clean and disinfect the below grade reservoir, install a new SCADA unit, complete conventional treatment equipment repairs, 4 high lift pumps and 1 high volume pump, replace the backup power supply, add a low lift station pump.Phase 2 costs to retrofit the plant to a two-train clarification treatment system, and install new water treatment equipment that includes filtration trains, UV reactors, filters, blowers, and pumps, are not eligible for ICIP funding.",,,Northwest,Site# 115 R.R# 1 PO Box 300,P8N2Y4,Yes,Yes,Yes,,
1434,Township of Wainfleet Community Complex Renovation,Planning,2026-12-01,,0,42.919839,-79.377498,Communities,Infrastructure,Wainfleet,"The Township of Wainfleet maintains a central Community Complex in Wainfleet Village which includes Township Municipal Offices, Operations Centre, Fire Station, Community Hall, Library, Arena, Historical Heritage Village and Sports Complex (with ball diamonds, tennis courts, soccer fields and playground).  The project will include the improvement of drainage for sports fields, renovation of tennis courts and washrooms, facility lighting and installation of a walking trail and pavilion.The scope will include installation of field drainage tile on approx. 16 acres of sports fields, improvements to lane way and parking lot drainage, installation of a walking trail and pavilion, and renovation of the tennis courts, washrooms and fencing.The current soccer fields are limited for use due to poor drainage in spring and heavy rain events throughout the year. The facility is presently not fully accessible and the project will include improvements for accessibility for all Ontarians.  The facility serves all the residents of Wainfleet (approx. 6,500) and also hosts a number of large regional-scale events (including a Fall Fair and a Marshville Heritage Festival) drawing upwards of 20,000+ visitors per year.",,Niagara,Central,31940 Hwy 3 Highway,L0S1V0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000660/canada-and-ontario-invest-over-44-million-in-four-recreation-infrastructure-projects-in-the-niagara-region
1438,Wasauksing First Nation Peatland Wastewater System Design & Construction,Planning,2027-03-01,,0,45.325265,-80.058209,Communities,Infrastructure,Wasauksing First Nation,"This project is for the design and construction of a new wastewater treatment system in Wasauksing First Nation.The work will include: a pre-design investigation to ensure the system will not overflow into the surrounding environment; construction of a lift station, a septic tank, four wastewater treatment cells, and a subsurface discharge mantle; installation of wastewater piping, programming of controls for the new lift station; and decommissioning of the existing system.",,,Northeast,"1508 Geewadin Road, Lane G",P2A2X4,Yes,Yes,Yes,,
1450,Sewage Pumping Station Rehabilitation,Planning,2024-01-01,,0,55.009197,-85.421091,Communities,Infrastructure,Weenusk First Nation,The Project is for the replacement of pumps and a panel and the installation of back-up power at the Peawanuck sewage pumping station. The work includes: replacing pumps; replacing panel and level floats; installing provisions for autodialer; replacing guide rails and piping; replacing wooden manhole; installing access ladder; installing standby fixed generator; and associated electrical work.,,,Northwest,PO Box 1,P0L2H0,Yes,Yes,Yes,,
1457,Process Equipment Replacement and Upgrade at the Rodney Wastewater Treatment Plant,Planning,2026-03-01,,0,42.565351,-81.669663,Communities,Infrastructure,West Elgin,"The Project will upgrade the Rodney Wastewater Treatment Plant in the Municipality of West Elgin. The project will replace the secondary clarifier, modify or replace the aluminum sulfate storage tank, replace the surface aerators located in the primary aeration tank and replace the influent rotary bar screen.  The lagoon decant system (settling basin) will be upgraded with a decant wet well and a chopper pump, and sludge will be decanted and dredged from the equalization and sludge storage lagoons.","Improve the reliability and effectiveness of the wastewater treatment process, extending the facility's performance lifespan, and reducing future maintenance costs.",Elgin,Southwest,22413 Hoskins Line Line,N0L2C0,Yes,Yes,Yes,,
1475,Westport Pumping Station Modernization,Planning,2024-01-01,,0,44.675583,-76.395258,Communities,Infrastructure,Westport,"The Project is for the rehabilitation of a pumping station in Westport. It includes the installation of a new pump with a control system, replacement of a back-up generator, and installation of a grinder.",,Leeds and Grenville,East,30 Bedford St,K0G1X0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000459/canada-and-ontario-invest-over-29-million-in-19-green-infrastructure-projects
1489,WRFN New Lagoon and Septic Bed Assessment/Replacement Program,Planning,2025-10-01,,0,46.066209,-81.77511,Communities,Infrastructure,Whitefish River First Nation,"The Project will replace septic beds and a septic pit with a lagoon in the Whitefish River First Nation. The work will assess the condition and environmental impact of existing septic beds, replace approximately 15 failing septic beds, replace of a minimum 350 meters of ductile iron watermain, replace of 20 septic beds and 19 bed deficiencies, preliminary wastewater servicing analysis report and decommission the existing septic pit. In addition, up to 2,000 meters of iron ductile watermain will be inspected to determine if replacement is warranted in the future.",,,Northeast,17A Rainbow Ridge Road,P0P1A0,Yes,Yes,Yes,,
1491,Stormwater Management (SWM) Infrastructure Remediation,Planning,2023-01-01,,0,50.314,-89.049,Communities,Infrastructure,Whitesand First Nation,"The Project will upgrade and rehabilitate storm water infrastructure in the Whitesand First Nation. The work involves: regrading lots to direct storm water away from homes; clearing, resizing and grading ditches and swales; clearing, clearing, resizing and/or relocating culverts; remediating septic fields and weeper drains; and directing sewer outlets away from residential areas.",,Thunder Bay,Northwest,4 A Doug's Drive,P0T1A0,Yes,Yes,Yes,,
1495,Wastewater Treatment Plant Upgrades Phase 1 - RBC Replacement,Planning,2025-01-01,,0,45.7975,-81.72861,Communities,Infrastructure,Wikwemikong First Nation,"This project will upgrade key components of the wastewater treatment facility in Wikwemikong.The work includes: removing the existing rotating biological contactors (RBCs); repair and modify the housing structure to accommodate the new units; and install new, factory assembled RBCs.",,,Northeast,19A Complex Drive,P0P2J0,Yes,Yes,Yes,,
1496,Sanitary Collection Mains on the Wilmot Employment Lands.,Planning,2024-01-01,,67907,43.383835,-80.68933,Communities,Infrastructure,Wilmot,Construction a sanitary sewer infrastructure to service the Wilmot Employment Lands site located along the Highway 7/8 corridor.,,Waterloo,Southwest,,,Yes,Yes,Yes,,
1499,Storm Sewer on the Wilmot Employment Lands Site.,Planning,2024-01-01,,638250,43.383835,-80.68933,Communities,Infrastructure,Wilmot,"Construct a storm water infrastructure to service the Wilmot Employment Lands site, located along the Highway 7/8 corridor.",,Waterloo,Southwest,,,Yes,Yes,Yes,,
1518,Rehabilitation of the Weigel Stormwater Management Drain,Planning,2026-07-01,,0,43.568342,-80.566428,Communities,Infrastructure,Woolwich,The project will rehabilitate the Weigel drain in the Township of Woolwich. The work will involve replacing approximately 11 culverts along the Weigel drain which will include the reconstruction of the headwall and wingwalls for the inlet structure of the culvert located just south of Church Street West and west of Snyder Avenue South. Erosion protection will be installed in the section of the drain between Dunke Street and Maple Street and the flow restriction will be removed in the culvert just prior to the discharge at Canagagigue Creek. There will also be a clean-out of the on-line wet pond to design grades to eliminate deposited silt and sediment.,"The project will reduce the potential for flooding and extend the lifecycle, quality, and functioning of the drain to support improved stormwater management, offering better protection for residents in Woolwich.",Waterloo,Southwest,24 Church Street/Rue West/Ouest,N3B2Z6,Yes,Yes,Yes,,
1520,Rehabilitation of the York-Durham Sewer,Under construction,2025-09-01,,18218250,43.893692,-79.259525,Communities,Infrastructure,York,Apply a geopolymer mortar lining system on approximately 3 kilometers of sanitary sewer to mitigate the current infiltration into the sewer and structurally rehabilitate the sewer.,,York,Central,Greensborough Community,,Yes,Yes,Yes,,
1546,Zhiibaahaasing Water Storage and Distribution System Upgrades,Planning,2025-01-01,,0,45.9616,-82.8712,Communities,Infrastructure,Zhiibaahaasing  First Nation,"The Project will construct a storage and distribution pump system in the water treatment facility. Works include: below grade storage tank that will include fire flow storage and emergency storage; a high lift pumping system with VFD control to feed water into the new distribution system; high lift pumps consisting of a jockey pump and two high lift pumps; pressure and flow sensors and a turbidity analyzer on the distribution header; a high capacity fire pump; all electrical components with backup power from the water plant's diesel fueled generator; and the installation of a watermain distribution system consisting of approximately 200 mm of trunk watermain and approximately 150 mm of branch watermains with mainline isolation valves, fire hydrants and leads, water services and corporation stops.","Ensure reliable access to clean drinking water, while also providing much-needed fire protection for residents.",,Northeast,36 SAGON RD,P0P1X0,Yes,Yes,Yes,,
1622,Affordable Housing,Under construction,2026-02-01,,2230000,44.2371,-76.501067,Communities,Municipal Affairs and Housing,Kingston,38 units geared towards young adults at 484 Albert Street,Apartments with bachelor bedroom/unit geared towards young adults,Frontenac,East,484 Albert Street,K7L3W3,Yes,Yes,Yes,,
1637,Affordable Housing,Under construction,2024-01-01,,4218190,43.862257,-79.31447,Communities,Municipal Affairs and Housing,Markham,29 units geared towards seniors at 4300 Highway 7 Highway,Apartments with 1 bedroom/unit geared towards seniors,York,Central,4300 Highway 7 Highway,L3R3A6,Yes,Yes,,,
1649,Affordable Housing,Under construction,2025-12-01,,6060484,43.57192,-79.564328,Communities,Municipal Affairs and Housing,Mississauga,50 units geared towards families with low income at 958/960 East Avenue,"Apartments with 1, 2, 3 bedroom/unit geared towards families with low income",Peel,Central,958/960 East Avenue,L5E1W6,Yes,Yes,,,
1691,Affordable housing on Colonial Road,Under construction,2024-01-01,,1800000,45.440071,-75.31276,Communities,Municipal Affairs and Housing,Ottawa,15 units geared towards seniors.,Apartments  with  1 and 2 bedroom  units geared towards seniors.,Ottawa,East,2980 Colonial Road,K0A3E0,Yes,Yes,Yes,Yes,
1801,Croatian Peasant Party of Ontario Canada,Planning,2025-12-01,,0,48.4762287,-81.3030098,Communities,Northern Development,Aamjiwnaang First Nation,Facility upgrades to extend the useful life of the building.,Enhance community infrastructure.,Lambton,Southwest,24 Father Costello Drive,P0N 1G0,,Yes,,Yes,
1802,Rink Roof project,Under construction,2026-03-01,,500000,48.61979293,-93.51379851,Communities,Northern Development,Alberton,Build a roof over outdoor rink.,Facility that is accessible through all four seasons.,Rainy River,Northwest,168 Hill Road,P9A 3M2,Yes,Yes,,,
1809,Renovations to Community Hall,Under construction,2025-07-01,,500000,49.06423,-94.31964,Communities,Northern Development,Big Grassy First Nation,Upgrade community hall and make it more accessible.,Accessible building to hold events.,Rainy River,Northwest,BIg Grassy,P0W1L0,,Yes,,Yes,
1812,Apitipi Anicinapek Nation,Planning,2025-01-01,,0,48.5402498,-80.3852825,Communities,Northern Development,Black River-Matheson,Facility upgrade and construction of a tipi next to the community centre.,Enhance community infrastructure.,Cochrane,Northeast,310 Penatuche Road,P0K 1N0,,Yes,,Yes,
1814,Accessible Community Library and Programming Project,Planning,2025-09-01,,0,46.20065894,-83.00546519,Communities,Northern Development,Blind River,"Repairs, rehab to library with a new accessible entrance.","Friendlier library for the First Nation, easily accessible, and more inviting.  Access to computer and eduction programs.",Algoma,Northeast,"64 Park Rd, Blind River, ON P0R 1B0",P0R 1B0,,Yes,,Yes,
1817,Rydal Bank Historical Society,Planning,2025-12-01,,0,46.3613662,-83.7453496,Communities,Northern Development,Bruce Mines,Renovation of community event venue to extend the useful life of the facility.,Enhance community infrastructure.,Algoma,Northeast,16 Hoath Street,P0R 1C0,,Yes,,Yes,
1818,Rydal Bank Historical Society,Planning,2026-09-01,,0,46.3613662,-83.7453496,Communities,Northern Development,Bruce Mines,Renovation of community event venue to extend the useful life of the facility.,Enhance community infrastructure.,Algoma,Northeast,16 Hoath Street,P0R 1C0,,Yes,,Yes,
1821,The Corporation of the Township of Carling,Planning,2026-01-01,,0,45.42557,-80.2003649,Communities,Northern Development,Carling,"Construction of a new 8,000 sq. foot firehall.",Enhance community infrastructure.,Parry Sound,Northeast,2 West Carling Bay Road,P0G 1G0,Yes,Yes,Yes,,
1824,Chapleau Emergency Infrastructure,Under construction,2025-06-01,,478568,47.84469459,-83.40439438,Communities,Northern Development,Chapleau,Installation of a back-up electrical power generator at the Civic Centre in Chapleau.,Assistance to maintain a key asset within the community.  Support the importance of local emergnency management.,Sudbury,Northeast,"20 Pine Street, Chapleau, ON",P0M 1K0,Yes,Yes,,,
1825,Brunswick House First Nation Incorporated,Planning,2026-01-01,,0,47.8318789,-83.394938,Communities,Northern Development,Chapleau,Construction of full-year growing facility to enhance food security.,Enhance community infrastructure.,Sudbury,Northeast,PO Box 1178,P0M 1K0,Yes,Yes,,Yes,
1830,Cockburn Island Hall 1881,Under construction,2025-10-01,,66870,45.93648,-83.35214,Communities,Northern Development,Cockburn Island,Rehabilitate the community center building (constructed in 1881).,Secure the structural intergrity of the community asset.,Manitoulin,Northeast,Cockburn Island,P0P 2A0,Yes,Yes,,,
1831,Dryden Library and City Hall HVAC Replacement and Roof Repairs,Planning,2025-08-01,,376050,49.7833678,-92.83661971,Communities,Northern Development,Dryden,"Repair and replacement of the building's roof and HVAC system, as recommended by the city's Facilities Master Plan and Facilities Report.",Improved heating and air circulation within buildings.  Increased longevitiy of assests.,Kenora,Northwest,36 Van Horne Avenue,P8N 2A7,,Yes,,,
1832,Strengthening Food Security Infrastructure to Meet Regional Demand,Under construction,2025-01-01,,0,49.7817747,-92.8255885,Communities,Northern Development,Dryden,"Construct additional growing area to support expanded production capacity. Invest in mechanical and electrical upgrades, manufacturing equipment upgrades, storage and packaging solutions, enhancements to its e-commerce platform and information technology systems, and marketing and training.",Increased production capacity.,Kenora,Northwest,250 Duke Street,P8N 1H4,Yes,Yes,Yes,Yes,
1833,Ear Falls Covered Pavilion Project,Under construction,2025-10-01,,0,50.6421514,-93.2453253,Communities,Northern Development,Ear Falls,"Undertak the Ear Falls covered pavilion project, which will enhance infrastructure in the area.",Enhance community infrastructure.,Kenora,Northwest,2 Willow Crescent,P0V 1T0,,Yes,,Yes,
1837,Elliot Lake Emergency Food Bank Inc.,Planning,2025-12-01,,0,46.3838806,-82.6520214,Communities,Northern Development,Elliot Lake,Renovate and upgrade newly purchased facility.,Enhance community infrastructure.,Algoma,Northeast,29 Columbia Walk,P5A 1Y6,,Yes,,Yes,
1840,Perimeter Fencing,Under construction,2025-10-01,,180000,48.6344,-93.83947,Communities,Northern Development,Emo,Security fencing around fair grounds.,New security features.,Rainy River,Northwest,Adelaide Street,P0W 1E0,,Yes,,Yes,
1847,Sunny Cove Rehabilitation,Under construction,2025-10-01,,495000,48.68621,-93.26165,Communities,Northern Development,Fort Frances,Repair facilities.,Ensure a venue that is open to the community for events.,Rainy River,Northwest,Fire#960,P9A 3M3,Yes,Yes,,,
1848,Town of Fort Frances Fire Hall Upgrades and Renovations,Under construction,2025-11-01,,488500,48.60836085,-93.39518766,Communities,Northern Development,Fort Frances,Renovate existing firehall to make it a safer and more usable facility for local emergency responders.,Increase safety and longevity of community space.,Rainy River,Northwest,320 Portage Avenue,P9A 3P9,,Yes,,,
1849,The Corporation of the Township of La Vallee,Planning,2025-12-01,,0,48.6191883,-93.6755998,Communities,Northern Development,Fort Frances,Beautification and upgrades to the community hall.,Enhance community infrastructure.,Rainy River,Northwest,56 Church Road,P0W 1C0,Yes,Yes,,,
1850,Supercom Industries Ltd.,Planning,2026-01-01,,0,48.3564625,-89.2716122,Communities,Northern Development,Fort William First Nation,Building construction and equipment purchase.,"Increase the capacity to manufacture, sell, distribute, and support the installation of Spring Drains.",Thunder Bay,Northwest,"656 City Road, Unit 17",P7J 1K3,,Yes,,Yes,
1866,Migizi Commercial Plaza,Under construction,2026-12-01,,2000000,49.691535,-86.948105,Communities,Northern Development,Greenstone,"Develop 27-acre property, into the Migizi Commercial Plaza to provide a one-stop-shop to meet the needs of First Nation members, tourists, and regional residents.","Migizi Commercial Plaza established to provide a one-stop-shop to meet the needs of First Nation members, tourists, and regional residents, and to provide economic development opportunities for members.",Thunder Bay,Northwest,HWY 11 / HWY 584,P0T 1M0,,Yes,,Yes,
1868,Royal Canadian Legion 213,Planning,2025-12-01,,0,49.7803986,-86.5384733,Communities,Northern Development,Greenstone,Facility enhancements to extend building life and improve accessibility.,Enhance community infrastructure.,Thunder Bay,Northwest,115 Dieppe Road,P0T 2A0,,Yes,,Yes,
1869,Bagwisedam Women's Shelter,Planning,2026-12-01,,0,49.705167,-86.344417,Communities,Northern Development,Greenstone,Funding will support the construction of the community space in the new women's shelter.,Enhance community infrastructure.,Thunder Bay,Northwest,"204 Main Street, P.O. Box 120",P0T 1G0,,Yes,Yes,,
1871,Above-Ground Aircraft Fuel Tank and Dispensing Unit,Under construction,2025-12-01,,295275,49.70925,-83.69369,Communities,Northern Development,Hearst,Installation of a new above-ground fueling distribution system and the complete removal of two in-ground fuel tanks and related distribution systems.,Ensure continued and uninterrupted fuel availability to aircraft utilizing the airport.,Cochrane,Northeast,1 Airport Rd,P0L 1N0,Yes,Yes,,,
1876,Iskatewizaagegan No. 39 Independent First Nation Powwow Grounds,Planning,2025-10-01,,375000,49.6261255,-95.0976113,Communities,Northern Development,Iskatewizaagegan #39 First Nation,The project will upgrade the pow wow grounds,The project will enable the First Nation to continue to host pow wows and other events.,,Northwest,First Road,P0X 1E0,,Yes,,Yes,
1878,La Forge de Brunetville,Planning,2025-01-01,,0,49.4208215,-82.4037516,Communities,Northern Development,Kapuskasing,Building renovation.,"The project will extend the life of the building, and will contribute to a healthy and vibrant community.",Cochrane,Northeast,158 chemin Brunetville,P5N 2H3,,Yes,,Yes,
1888,Lake of the Woods Railroaders Museum - New Facility and Exhibit Upgrades,Under construction,2025-11-01,,56250,49.7614299,-94.5280312,Communities,Northern Development,Kenora,"upgrade existing outdoor railway displays and artifacts including constructing a platform roof over the outdoor displays, construct a repair shop, purchase and install technology equipment including wi-fi internet, install a security system and lighting, perform model railway upgrades, and perform accessibility upgrades",The project will Increase visitor appeal to the facility,Kenora,Northwest,Intersection Minnesota Street and Tanscanada Hwy,P0X 1C0,,Yes,,Yes,
1890,City of Kenora Museum Retrofit Project,Under construction,2025-12-01,,400000,49.76559208,-94.49218782,Communities,Northern Development,Kenora,The project will replace the museum roof with a solar panelled roof and complete building upgrades.,The project will extend the life of the Lake of the Woods museum.,Kenora,Northwest,300 Main Street South,P9N 1T2,Yes,Yes,,,
1891,McLeod Park and Husky the Muskie Improvements - Phase 2,Under construction,2025-01-01,,450000,49.77055214,-94.49860032,Communities,Northern Development,Kenora,"This project will undertake Phase 2 of the rehabilitation at McLeod Park located along the Kenora Harbourfront, and will include finalizing detailed designs, upgrades to the existing James McMillan tugboat (decking and structure); construction of an accessible wooden ramp; retaining wall and outdoor furniture; construction of photo booth signage for picture opportunities; and construction of a pergola shade structure.","The completion of Phase 2 of McLeod Park will enhance an underutilized green space in the heart of downtown Kenora.  The addition of a shaded pergola area, and upgrades to the tugboat, will attract more residents and tourists to stop and visit the park, Husky the Muskie, and the downtown businesses.",Kenora,Northwest,237 Lakeview Drive,P9N 4J7,Yes,Yes,,,
1892,Grand Council Treaty #3,Planning,2025-12-01,,0,49.7822399,-94.441563,Communities,Northern Development,Kenora,Enhancements to the Gamikaan Bimaadiziwin Program Support Spaces.,Enhance community infrastructure.,Kenora,Northwest,237 Airport Road,P9N 0A1,,Yes,,Yes,
1894,Building a Better Work Site for KI Wood Energy Program,Under construction,2025-11-01,,0,53.824296,-89.881801,Communities,Northern Development,Kenora District,"The project will improve an existing sawmill site by making it more efficient and productive. The improvements will enhance working conditions for the youth workers at the site, especially in the winter months. Indigenous workers are gaining valuable on-the-job skills and life skills.",Improved efficiency and productivity.,Kenora,Northwest,209 Kitchenuhmaykoos Road,P0V 1G0,,Yes,Yes,Yes,
1895,Grand Council Treaty #3,Planning,2026-01-01,,0,49.7822399,-94.441563,Communities,Northern Development,Kenora District,Construction of a 54 x 65 ft. covered sawmill building,Enhance community infrastructure.,Kenora,Northwest,237 Airport Road,P9N 0A1,,Yes,,Yes,
1896,Ingolf Campers' Association Inc.,Planning,2025-12-01,,0,49.7961723,-95.1303715,Communities,Northern Development,Kenora District,"Construction of a 20’ x 24’, two-storey addition with exterior stairs to the existing Ingolf Fire Hall building and replace the existing siding for the entire building.",Enhance community infrastructure.,Kenora,Northwest,Ingolf Road,R3M 0E7,,Yes,,Yes,
1905,Providence Bay Agricultural Society,Planning,2025-12-01,,0,45.7315444,-82.326766,Communities,Northern Development,Manitoulin,Construction of a new stage for the fairgrounds.,Enhance community infrastructure.,Manitoulin,Northeast,9236 Highway 542,P0P 2B0,,Yes,,Yes,
1912,Michipicoten First Nation,Under construction,2025-01-01,,0,47.9611678,-84.9297002,Communities,Northern Development,Michipicoten First Nation,Construction of a health centre for the community.,Enhance community infrastructure.,,Northeast,107 Hiawatha Drive,P0S 1K0,,Yes,,Yes,
1913,Mishkeegogamang Fire Hall Project,Under construction,2025-10-01,,2773408,51.231994,-90.2328,Communities,Northern Development,Mishkeegogamang First Nation,Build a new fire hall in the community.,The community will have critical fire protectioin capability to mitigate the loss of existing community infrastructure and assets.,,Northwest,50 James Road,P0V 2H0,,Yes,Yes,,
1914,Mishkeegogamang First Nation,Planning,2026-01-01,,0,51.1624618,-90.3135082,Communities,Northern Development,Mishkeegogamang First Nation,"Construct a new 5,680 sq. foot prefabricated modular training centre.",Enhance community infrastructure.,,Northwest,1 First Nation Street,P0V 2H0,,Yes,Yes,Yes,
1915,Sales Barn Restructure Project,Under construction,2025-12-01,,671600,48.68304741,-94.15766701,Communities,Northern Development,Morley,Facility restructure project to provide safe and efficient operations when hosting its cattle sales events and other business activities.,Upgraded building to hold events.,Rainy River,Northwest,97 Sales Barn,P0W 1N0,,Yes,,,
1916,Renovations to Building,Under construction,2025-09-01,,500000,48.64744,-94.09426,Communities,Northern Development,Morley,Upgrade historical centre and make it more accessible.,Upgraded and accessible building.,Rainy River,Northwest,340 Ross Road,P0W1N0,,Yes,,Yes,
1917,Cultural Centre,Under construction,2027-11-01,,2150000,48.8596,-93.57322,Communities,Northern Development,Naicatchewenin First Nation,Construction of a cultural centre.,New cultural centre  for the community.,Rainy River,Northwest,Northwest Bay,P0W 1C0,,Yes,Yes,Yes,
1921,2024 Tile Drainage,Planning,2025-01-01,,0,47.5099977,-79.6737932,Communities,Northern Development,Nipissing District,"Administer a Tile Drainage project within the Timiskaming-Cochrane District.  The project would support the installation of tile drainage on 1,872 acres, benefitting a consortium of 18 producers.",Increased amount of productive farmland.,Parry Sound,Northeast,51 B Armstrong Street North,P0J 1P0,,Yes,,Yes,
1922,Haileybury Parks Refurbishment,Planning,2025-09-01,,0,47.4452055,-79.6343925,Communities,Northern Development,Nipissing District,Upgrade three recreational facilities.,Upgrade community  recreational facilities.,Parry Sound,Northeast,325 Farr Drive,P0J 1K0,Yes,Yes,,Yes,
1923,Bineshii Business Park Infrastructure project,Under construction,2025-01-01,,7015005,46.3404,-79.5769,Communities,Northern Development,Nipissing First Nation,Upgrading and development of a 76-acre commercial and light industrial park.,Project will create opportunities and make lots available for business start-up and expansions.,,Northeast,Bineshii Park. Highway 17 in Yellek.  West of City of North Bay.,P1B8G5,,Yes,Yes,Yes,
